City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,hakodate,41.7758,140.7367,284.32,66,20,6.17,JP,1715239889
362,portland,45.5234,-122.6762,286.24,64,0,2.57,US,1715239609
363,rouyn-noranda,48.2398,-79.0288,280.2,65,100,3.09,CA,1715239890
364,west bay,19.3667,-81.4167,299.3,88,51,5.3,KY,1715239890
365,bata,1.8639,9.7658,298.64,84,100,2.19,GQ,1715239890
366,dakhla,23.6848,-15.958,291.16,100,75,5.14,EH,1715239890
367,puerto cabezas,14.0351,-83.3888,299.57,84,100,1.98,NI,1715239890
368,ravar,31.2656,56.8055,301.06,8,0,3.76,IR,1715239890
369,pathein,16.7833,94.7333,312.57,32,28,7.51,MM,1715239891
370,ciudad madero,22.2667,-97.8333,300.96,88,85,4.69,MX,1715239891
371,eastham,41.8301,-69.9739,283.16,97,75,1.54,US,1715239776
372,mwene-ditu,-7.0,23.45,300.77,47,40,3.7,CD,1715239892
373,hirara,24.8,125.2833,299.3,57,40,5.66,JP,1715239892
374,xining,36.6167,101.7667,295.26,28,44,6.62,CN,1715239848
375,princeville,45.7668,-61.2985,278.38,95,100,3.6,CA,1715239893
376,kapa'a,22.0752,-159.319,296.33,78,75,4.12,US,1715239893
377,shakawe,-18.3667,21.85,299.48,26,0,3.3,BW,1715239893
378,montehermoso,40.0437,-6.3389,289.74,44,100,2.03,ES,1715239893
379,saint-francois,46.4154,3.9054,285.6,100,100,1.54,FR,1715239893
380,puerto lempira,15.2667,-83.7667,298.91,86,48,2.39,HN,1715239894
381,pauini,-7.7136,-66.9764,298.41,89,92,0.57,BR,1715239894
382,howrah,22.5892,88.3103,305.15,70,75,3.09,IN,1715239894
383,mozarlandia,-14.7447,-50.5706,294.09,65,0,1.91,BR,1715239894
384,rio grande,-32.035,-52.0986,286.26,85,11,6.34,BR,1715239894
385,turtas,58.9417,69.1325,285.77,76,100,6.38,RU,1715239895
386,millington,35.3415,-89.8973,294.92,95,75,0.0,US,1715239895
387,kirkuk,35.4681,44.3922,296.81,32,0,2.41,IQ,1715239895
388,najaf,31.9985,44.3398,300.03,26,0,0.0,IQ,1715239895
389,shimabara,32.7833,130.3667,295.32,46,0,4.61,JP,1715239895
390,dapa,9.7594,126.0531,302.07,73,93,4.33,PH,1715239896
391,pariaman,-0.619,100.12,305.18,72,46,3.46,ID,1715239896
392,puerto yuca,2.9383,-73.2083,296.31,100,100,1.14,CO,1715239896
393,ghat,24.9647,10.1728,299.48,25,17,5.06,LY,1715239896
394,puerto maldonado,-12.6,-69.1833,298.27,91,100,0.56,PE,1715239896
395,ganshui,28.7422,106.7111,294.42,86,100,0.76,CN,1715239897
396,at taraf,25.3628,49.725,305.45,16,7,8.77,SA,1715239897
397,eten,-6.9081,-79.8642,291.29,94,20,4.63,PE,1715239897
398,arraial do cabo,-22.9661,-42.0278,296.47,92,23,6.1,BR,1715239897
399,heroica matamoros,25.8833,-97.5,301.49,89,100,7.72,MX,1715239897
400,nizhneudinsk,54.9076,99.0276,283.39,48,87,7.49,RU,1715239898
401,florencia,43.7667,11.25,293.87,62,0,6.71,IT,1715239898
402,wanning,18.8003,110.3967,302.61,66,99,4.41,CN,1715239898
403,malango,-2.9627,119.9001,296.24,96,92,1.31,ID,1715239898
404,margate,51.3813,1.3862,286.41,91,100,0.89,GB,1715239898
405,berberati,4.2612,15.7922,296.99,94,75,3.09,CF,1715239899
406,puerto quijarro,-17.7833,-57.7667,297.06,67,7,0.15,BO,1715239899
407,edd,13.9297,41.6925,304.97,66,2,4.45,ER,1715239899
408,bonny,4.4522,7.1681,300.73,85,100,4.89,NG,1715239899
409,az zawr,29.4425,48.2747,302.6,44,0,2.41,KW,1715239899
410,nieuw amsterdam,5.8833,-55.0833,299.24,91,47,3.47,SR,1715239899
411,zalingei,12.9096,23.4741,307.28,11,100,1.67,SD,1715239900
412,kouango,4.9934,19.9619,304.92,51,87,2.52,CF,1715239900
413,umluj,25.0213,37.2685,302.07,45,2,3.41,SA,1715239900
414,ivankiv,50.9386,29.8943,282.83,39,100,2.41,UA,1715239900
415,dryden,49.7833,-92.7503,278.31,75,0,2.57,CA,1715239900
416,long beach,33.767,-118.1892,289.29,89,75,2.06,US,1715239702
417,antalaha,-14.9003,50.2788,299.47,70,100,5.45,MG,1715239901
418,sultanah,24.4926,39.5857,304.4,11,0,6.17,SA,1715239901
419,bandipura,34.4167,74.65,300.76,24,0,1.77,IN,1715239901
420,buzuluk,52.7807,52.2635,280.35,49,100,4.92,RU,1715239810
421,tshabong,-26.05,22.45,299.14,25,5,5.62,BW,1715239901
422,chibougamau,49.9168,-74.3659,277.94,65,100,3.6,CA,1715239902
423,rengali,21.6333,84.05,310.3,25,2,4.7,IN,1715239902
424,charters towers,-20.1,146.2667,297.14,52,97,2.82,AU,1715239902
425,tofol,5.3248,163.0078,301.75,80,97,8.39,FM,1715239902
426,lagos,6.5833,3.75,302.28,73,55,1.6,NG,1715239088
427,pisco,-13.7,-76.2167,291.18,94,75,1.03,PE,1715239902
428,huarmey,-10.0681,-78.1522,292.18,92,84,1.85,PE,1715239903
429,queenstown,-31.8976,26.8753,296.79,26,5,3.3,ZA,1715239903
430,owatonna,44.0839,-93.226,288.47,69,40,2.57,US,1715239903
431,kittila,67.6647,24.8936,275.23,44,0,4.12,FI,1715239903
432,atar,20.5169,-13.0499,306.11,9,86,3.37,MR,1715239903
433,tokmak,47.2514,35.7058,288.61,37,100,4.2,UA,1715239903
434,coari,-4.085,-63.1414,296.82,99,70,1.1,BR,1715239904
435,castel di sangro,41.7737,14.1035,287.69,76,100,3.77,IT,1715239904
436,kiunga,-6.1219,141.2906,298.14,96,100,0.61,PG,1715239905
437,aitape,-3.1374,142.3475,298.56,94,100,1.64,PG,1715239905
438,soto la marina,23.7667,-98.2167,301.38,68,99,0.93,MX,1715239905
439,annaba,36.9,7.7667,290.13,82,40,3.6,DZ,1715239905
440,kununurra,-15.7667,128.7333,306.14,33,77,3.6,AU,1715239906
441,rundu,-17.9333,19.7667,299.98,20,0,4.42,NA,1715239908
442,selfoss,63.9331,-20.9971,277.06,68,81,1.15,IS,1715239908
443,pocone,-16.2567,-56.6228,296.77,68,54,2.32,BR,1715239908
444,mount isa,-20.7333,139.5,303.02,45,99,3.09,AU,1715239908
445,bodaybo,57.8506,114.1933,284.6,64,95,0.72,RU,1715239909
446,vorkuta,67.5,64.0,270.99,74,100,9.39,RU,1715239909
447,vernon,50.2581,-119.2691,284.98,49,5,3.6,CA,1715239807
448,kanina khas,28.3333,76.3167,314.21,15,0,2.93,IN,1715239909
449,i-n-salah,27.1935,2.4607,299.84,16,77,10.66,DZ,1715239909
450,mytilene,39.11,26.5547,295.05,60,20,0.0,GR,1715239909
451,nogliki,51.8333,143.1667,282.78,47,1,4.92,RU,1715239910
452,kaoma,-14.7833,24.8,298.56,31,83,4.75,ZM,1715239910
453,ormara,25.2088,64.6357,299.78,85,0,6.87,PK,1715239910
454,manggar,-2.8833,108.2667,303.41,65,71,4.25,ID,1715239910
455,horta,38.5333,-28.6333,288.95,82,20,3.09,PT,1715239910
456,osogbo,7.7667,4.5667,300.99,68,81,3.37,NG,1715239911
457,san martin,-33.081,-68.4681,276.45,34,0,2.41,AR,1715239911
458,wynyard,-41.0,145.7167,286.88,79,21,1.59,AU,1715239911
459,grantsville,40.5999,-112.4644,280.73,72,100,0.0,US,1715239911
460,jayapura,-2.5333,140.7,300.81,91,100,1.1,ID,1715239911
461,farafangana,-22.8167,47.8333,298.88,71,29,5.49,MG,1715239911
462,barabai,-2.5833,115.3833,303.15,77,96,0.99,ID,1715239912
463,laguna,38.421,-121.4238,294.31,30,0,6.69,US,1715239839
464,bubaque,11.2833,-15.8333,299.32,73,90,3.32,GW,1715239912
465,mo i rana,66.3128,14.1428,278.33,88,100,2.24,NO,1715239912
466,tutoia,-2.7619,-42.2744,297.74,88,67,2.17,BR,1715239912
467,devonport,-41.1667,146.35,287.33,89,13,1.58,AU,1715239913
468,labrador city,52.9463,-66.9114,269.92,72,0,1.03,CA,1715239913
469,cambria,35.5641,-121.0808,287.52,58,0,1.95,US,1715239913
470,papao,-17.75,-149.55,298.97,77,65,7.97,PF,1715239913
471,north bend,43.4065,-124.2243,283.1,93,0,0.0,US,1715239914
472,lerwick,60.1545,-1.1494,283.2,93,100,5.0,GB,1715239914
473,uyuni,-20.4597,-66.825,279.56,36,0,2.05,BO,1715239914
474,cananeia,-25.0147,-47.9267,297.0,66,13,2.3,BR,1715239914
475,warrenton,-28.114,24.8475,297.69,22,1,5.12,ZA,1715239914
476,manicore,-5.8092,-61.3003,296.85,95,4,0.46,BR,1715239914
477,reggane,26.7158,0.1714,302.09,11,62,10.41,DZ,1715239915
478,beira,-19.8436,34.8389,299.42,56,36,2.4,MZ,1715239915
479,levuka,50.1834,-105.4011,281.99,73,84,2.43,CA,1715239915
480,sumqayit,40.5897,49.6686,294.19,55,91,4.26,AZ,1715239915
481,eldorado,-23.7869,-54.2836,295.05,96,67,2.51,BR,1715239915
482,naliya,23.2667,68.8333,307.53,45,0,6.54,IN,1715239916
483,pangody,65.85,74.4859,271.33,90,100,7.8,RU,1715239916
484,red hill,33.9996,-79.2581,297.07,1,100,3.14,US,1715239916
485,natal,-5.795,-35.2094,298.27,94,20,3.09,BR,1715239916
486,mejit,10.2753,170.8646,300.61,84,100,8.99,MH,1715239916
487,tukrah,32.5341,20.5791,296.92,41,0,4.19,LY,1715239916
488,paros,37.0833,25.15,294.91,63,20,7.2,GR,1715239917
489,shahr-e babak,30.1165,55.1186,294.53,10,0,7.23,IR,1715239917
490,quepos,9.4236,-84.1652,299.06,89,99,1.87,CR,1715239917
491,bengkulu,-3.8004,102.2655,303.33,67,14,3.33,ID,1715239917
492,katsuura,35.1333,140.3,287.1,71,88,5.04,JP,1715239918
493,pochep,52.9336,33.4464,278.22,34,15,4.35,RU,1715239918
494,minas de marcona,-15.2119,-75.1103,287.26,88,100,2.93,PE,1715239918
495,ushtobe,45.2514,77.9838,305.98,14,99,0.76,KZ,1715239918
496,chepo,9.1667,-79.1,299.25,93,75,1.51,PA,1715239918
497,puerto gaitan,4.3133,-72.0816,298.29,91,100,3.1,CO,1715239919
498,waddan,29.1614,16.139,295.01,45,0,6.19,LY,1715239919
499,ar rass,25.8694,43.4973,303.74,15,2,7.08,SA,1715239919
500,contamana,-7.3333,-75.0167,297.76,91,99,0.69,PE,1715239919
501,suntar,62.1444,117.6319,278.34,43,100,3.97,RU,1715239919
502,bahir dar,11.5936,37.3908,303.28,22,62,1.58,ET,1715239920
503,kavieng,-2.5744,150.7967,298.62,92,100,2.09,PG,1715239920
504,chandler,33.3062,-111.8412,295.87,14,0,4.63,US,1715239811
505,hammerfest,70.6634,23.6821,276.4,48,0,5.14,NO,1715239920
506,kayangel,8.0823,134.7173,302.19,74,91,4.95,PW,1715239920
507,cururupu,-1.8283,-44.8683,296.77,99,59,0.36,BR,1715239921
508,jwaneng,-24.6004,24.7303,296.76,24,0,6.56,BW,1715239921
509,ghanzi,-21.5667,21.7833,297.61,18,0,7.22,BW,1715239921
510,topolovgrad,42.0833,26.3333,286.0,90,100,3.05,BG,1715239921
511,kentville,45.0835,-64.4988,281.16,98,100,2.57,CA,1715239921
512,suva,-18.1416,178.4415,296.86,78,40,1.54,FJ,1715239922
513,fengxiang,47.5833,130.8333,291.0,15,0,6.87,CN,1715239922
514,rudsar,37.1376,50.288,293.14,80,97,1.98,IR,1715239922
515,khovd,48.0056,91.6419,292.34,23,3,2.81,MN,1715239922
516,mersa matruh,31.3525,27.2453,298.87,36,48,7.82,EG,1715239922
517,karratha,-20.7377,116.8463,302.36,31,1,6.04,AU,1715239678
518,trinidad,-14.8333,-64.9,296.54,94,6,1.07,BO,1715239923
519,cill airne,52.05,-9.5167,286.39,77,100,1.95,IE,1715239923
520,nova sintra,14.8667,-24.7167,297.08,75,55,10.15,CV,1715239923
521,male,4.1748,73.5089,306.12,75,75,4.12,MV,1715239923
522,ramadi,33.4226,43.3058,301.66,18,0,1.12,IQ,1715239923
523,sydney mines,46.2367,-60.2177,277.67,87,100,2.57,CA,1715239924
524,sorong,-0.8833,131.25,301.32,80,100,3.72,ID,1715239924
525,imbituba,-28.24,-48.6703,293.56,86,100,6.43,BR,1715239924
526,gorgan,36.8387,54.4348,293.13,73,75,4.12,IR,1715239924
527,at taj,24.2049,23.2857,308.59,9,0,9.92,LY,1715239924
528,san carlos sija,14.9833,-91.55,286.03,71,100,0.35,GT,1715239925
529,alice,27.7523,-98.0697,300.1,89,100,4.12,US,1715239925
530,troitsko-pechorsk,62.7084,56.1964,272.98,91,99,7.15,RU,1715239925
531,bardai,11.65,7.2333,304.71,42,33,5.4,NG,1715239925
532,guiuan,11.0333,125.7247,302.1,75,6,5.5,PH,1715239925
533,hotan,37.0997,79.9269,305.29,7,51,3.45,CN,1715239926
534,camiri,-20.05,-63.5167,290.19,85,100,1.83,BO,1715239926
535,galliano,29.4422,-90.2992,300.15,78,100,7.2,US,1715239926
536,betio village,1.358,172.9211,303.17,75,78,3.9,KI,1715239926
537,pajok,3.8651,32.4821,299.39,67,86,0.67,SS,1715239926
538,toma,12.7667,-2.8833,306.5,41,1,4.96,BF,1715239927
539,irece,-11.3042,-41.8558,292.06,92,8,6.31,BR,1715239927
540,pontevedra,42.431,-8.6444,288.65,62,100,1.72,ES,1715239927
541,sao jose da coroa grande,-8.8978,-35.1478,298.89,86,33,1.93,BR,1715239927
542,keflavik,64.0049,-22.5624,277.39,75,75,2.57,IS,1715239927
543,cadale,2.7603,46.3222,304.83,62,24,5.77,SO,1715239928
544,koyulhisar,40.3025,37.8311,290.44,36,66,1.36,TR,1715239928
545,panji,-7.7253,114.0995,303.11,69,100,3.83,ID,1715239928
546,juneau,58.3019,-134.4197,279.15,95,100,5.14,US,1715239905
547,zhezqazghan,47.7833,67.7667,299.47,38,20,8.0,KZ,1715239929
548,nouadhibou,20.931,-17.0347,290.14,100,75,4.63,MR,1715239929
549,auch,43.65,0.5833,290.01,82,0,0.89,FR,1715239929
550,pueblo nuevo,23.3833,-105.3833,284.79,34,0,3.26,MX,1715239929
551,moranbah,-22.0016,148.0466,296.64,59,100,6.78,AU,1715239929
552,baiti,13.745,-14.7482,299.8,50,8,3.74,SN,1715239930
553,kilindoni,-7.9139,39.6668,299.81,83,68,7.64,TZ,1715239930
554,galle,6.0367,80.217,301.73,73,100,1.41,LK,1715239932
555,jiaojiang,28.6803,121.4428,291.11,72,100,2.49,CN,1715239932
556,hanak,41.2336,42.8472,285.1,35,0,1.69,TR,1715239932
557,yulinshi,38.2906,109.7494,298.68,29,93,8.83,CN,1715239854
558,yaransk,57.3033,47.8861,273.84,64,100,7.9,RU,1715239932
559,neelankarai,12.9455,80.2575,308.19,63,40,4.12,IN,1715239933
560,klaksvik,62.2266,-6.589,280.66,69,43,4.48,FO,1715239933
561,dudinka,69.4058,86.1778,266.86,89,42,5.36,RU,1715239933
562,podporozh'ye,60.9112,34.1706,275.67,57,100,4.96,RU,1715239933
563,fuerte olimpo,-21.0415,-57.8738,299.67,59,98,1.18,PY,1715239933
564,ghadamis,30.1337,9.5007,292.79,44,36,3.08,LY,1715239933
565,bria,6.5423,21.9863,307.29,36,38,2.91,CF,1715239934
566,ola,59.5833,151.2833,276.56,82,35,2.2,RU,1715239934
567,byron bay,-28.65,153.6167,291.32,71,99,5.07,AU,1715239702
568,bridgewater,44.3835,-64.5155,280.99,94,100,7.72,CA,1715239934
569,callao,-12.0667,-77.15,292.99,88,100,1.03,PE,1715239934
570,borba,-4.3878,-59.5939,296.71,95,17,0.93,BR,1715239934
571,gallup,35.5281,-108.7426,281.06,23,100,2.06,US,1715239780
572,macusani,-14.0833,-70.4333,273.54,94,8,0.9,PE,1715239935
573,soio,-6.1349,12.3689,299.88,82,100,3.41,AO,1715239935
574,andkhoy,36.9529,65.1238,298.64,45,100,10.0,AF,1715239935
575,shibganj,24.6829,88.1598,308.62,32,100,2.76,BD,1715239936
576,rufino,-34.2683,-62.7126,278.22,48,0,1.97,AR,1715239936
577,wakkanai,45.4094,141.6739,283.14,57,75,8.23,JP,1715239936
578,volokonovka,50.4827,37.8563,280.7,30,1,3.81,RU,1715239936
579,novodvinsk,64.4165,40.8122,271.01,59,100,7.82,RU,1715239936
580,kosong,38.3788,128.4676,297.42,47,7,7.65,KR,1715239937
581,siwa oasis,29.2041,25.5195,305.08,9,0,7.37,EG,1715239937
582,tirodi,21.6833,79.7,313.6,17,18,3.1,IN,1715239937
583,aiquile,-18.2041,-65.1807,286.93,93,2,0.86,BO,1715239937
